350,    0,355
351,    0,321
352,    0,337
353,    0,316
354,    0,312
355,    0,321
356,    0,296
357,    0,307
358,    0,316
359,    0,336
360,    0,337
361,    0,289
362,    0,318
363,    0,348
364,    0,326
365,    0,329
366,    0,306
367,    0,318
368,    0,297
369,    0,308
370,    0,320
371,    0,320
372,    0,287
373,    0,339
374,    0,323
375,    0,300
376,    0,314
377,    0,310
378,    0,313
379,    0,324
380,    0,291
381,    0,299
382,    0,327
383,    0,336
384,    0,320
385,    0,308
386,    0,285
387,    0,301
388,    0,319
389,    0,340
390,    0,316
391,    0,294
392,    0,321
393,    0,340
394,    0,336
395,    0,296
396,    0,331
397,    0,358
398,    0,302
399,    0,300
400,    0,359
401,    0,354
402,    0,336
403,    0,313
404,    0,307
405,    0,339
406,    0,347
407,    0,335
408,    0,302
409,    0,338
410,    0,331
411,    0,315
412,    0,339
413,    0,353
414,    0,329
415,    0,349
416,    0,350
417,    0,338
418,    0,324
419,    0,342
420,    0,344
421,    0,358
422,    0,323
423,    0,347
424,    0,335
425,    0,347
426,    0,331
427,    0,325
428,    0,364
429,    0,486
430,    0,586
431,    0,811
432,    1,285
433,    2,040
434,    3,151
435,    4,549
436,    6,351
437,    8,455
438,   11,203
439,   14,420
440,   18,042
441,   21,239
442,   24,153
443,   26,903
444,   29,100
445,   30,720
446,   31,829
447,   31,689
448,   30,500
449,   28,022
450,   25,430
451,   22,657
452,   19,315
453,   16,084
454,   12,743
455,    9,728
456,    7,271
457,    5,183
458,    3,742
459,    2,627
460,    1,891
461,    1,395
462,    1,095
463,    1,022
464,    1,032
465,    1,120
466,    1,261
467,    1,487
468,    1,818
469,    2,154
470,    2,663
471,    3,324
472,    4,090
473,    5,121
474,    6,336
475,    7,871
476,    9,727
477,   11,947
478,   14,887
479,   18,342
480,   22,526
481,   27,589
482,   33,133
483,   40,015
484,   47,844
485,   56,143
486,   65,697
487,   77,057
488,   88,727
489,  101,525
490,  115,217
491,  130,179
492,  144,778
493,  160,066
494,  177,158
495,  192,777
496,  209,009
497,  223,574
498,  236,338
499,  249,749
500,  264,738
501,  279,570
502,  288,662
503,  294,908
504,  299,622
505,  304,072
506,  308,121
507,  310,176
508,  308,328
509,  304,576
510,  302,725
511,  297,074
512,  291,773
513,  286,475
514,  277,879
515,  270,299
516,  262,122
517,  254,293
518,  245,308
519,  236,187
520,  227,674
521,  219,847
522,  210,536
523,  203,407
524,  196,809
525,  189,037
526,  180,911
527,  175,223
528,  170,364
529,  162,210
530,  155,732
531,  150,025
532,  144,875
533,  138,969
534,  134,157
535,  129,658
536,  124,065
537,  118,109
538,  115,232
539,  111,155
540,  105,825
541,  102,534
542,   99,329
543,   96,222
544,   92,582
545,   88,712
546,   85,008
547,   81,514
548,   78,168
549,   75,154
550,   71,816
551,   68,333
552,   66,034
553,   62,720
554,   59,634
555,   56,664
556,   53,916
557,   51,455
558,   49,037
559,   45,989
560,   43,406
561,   41,219
562,   38,767
563,   36,624
564,   34,483
565,   32,511
566,   29,857
567,   27,924
568,   26,581
569,   24,938
570,   23,305
571,   21,932
572,   20,454
573,   19,233
574,   18,125
575,   17,014
576,   16,019
577,   15,000
578,   14,055
579,   13,435
580,   12,834
581,   12,031
582,   11,270
583,   10,560
584,    9,899
585,    9,452
586,    9,033
587,    8,566
588,    7,991
589,    7,563
590,    7,282
591,    6,920
592,    6,509
593,    6,092
594,    5,769
595,    5,495
596,    5,251
597,    4,944
598,    4,672
599,    4,476
600,    4,252
601,    3,986
602,    3,806
603,    3,619
604,    3,459
605,    3,252
606,    3,113
607,    2,956
608,    2,784
609,    2,643
610,    2,503
611,    2,419
612,    2,290
613,    2,166
614,    2,075
615,    2,007
616,    1,901
617,    1,802
618,    1,685
619,    1,652
620,    1,590
621,    1,548
622,    1,401
623,    1,346
624,    1,331
625,    1,277
626,    1,243
627,    1,208
628,    1,108
629,    1,044
630,    1,026
631,    1,044
632,    0,972
633,    0,888
634,    0,876
635,    0,854
636,    0,837
637,    0,811
638,    0,789
639,    0,723
640,    0,685
641,    0,707
642,    0,680
643,    0,648
644,    0,639
645,    0,616
646,    0,590
647,    0,560
648,    0,549
649,    0,551
650,    0,542
651,    0,521
652,    0,502
653,    0,469
654,    0,465
655,    0,480
656,    0,491
657,    0,428
658,    0,413
659,    0,428
660,    0,441
661,    0,433
662,    0,409
663,    0,387
664,    0,358
665,    0,378
666,    0,406
667,    0,401
668,    0,363
669,    0,351
670,    0,363
671,    0,380
672,    0,387
673,    0,333
674,    0,353
675,    0,377
676,    0,359
677,    0,337
678,    0,319
679,    0,343
680,    0,337
681,    0,359
682,    0,337
683,    0,323
684,    0,309
685,    0,327
686,    0,365
687,    0,316
688,    0,328
689,    0,349
690,    0,323
691,    0,301
692,    0,307
693,    0,352
694,    0,332
695,    0,325
696,    0,325
697,    0,326
698,    0,273
699,    0,313
700,    0,328
701,    0,338
702,    0,347
703,    0,292
704,    0,283
705,    0,327
706,    0,311
707,    0,316
708,    0,281
709,    0,350
710,    0,310
711,    0,300
712,    0,281
713,    0,302
714,    0,314
715,    0,323
716,    0,316
717,    0,281
718,    0,310
719,    0,339
720,    0,318
721,    0,302
722,    0,294
723,    0,321
724,    0,313
725,    0,289
726,    0,325
727,    0,279
728,    0,328
729,    0,243
730,    0,307
731,    0,322
732,    0,287
733,    0,289
734,    0,287
735,    0,323
736,    0,314
737,    0,292
738,    0,304
739,    0,319
740,    0,307
741,    0,293
742,    0,297
743,    0,295
744,    0,311
745,    0,306
746,    0,290
747,    0,287
748,    0,300
749,    0,267
750,    0,302
751,    0,324
752,    0,317
753,    0,295
754,    0,314
755,    0,294
756,    0,293
757,    0,277
758,    0,307
759,    0,293
760,    0,300
761,    0,270
762,    0,330
763,    0,303
764,    0,282
765,    0,255
766,    0,300
767,    0,334
768,    0,304
769,    0,280
770,    0,301
771,    0,309
772,    0,299
773,    0,302
774,    0,305
775,    0,289
776,    0,288
777,    0,298
778,    0,309
779,    0,319
780,    0,295
781,    0,234
782,    0,282
783,    0,310
784,    0,291
785,    0,296
786,    0,285
787,    0,302
788,    0,315
789,    0,264
790,    0,283
791,    0,291
792,    0,286
793,    0,310
794,    0,326
795,    0,298
796,    0,277
797,    0,267
798,    0,323
799,    0,294
800,    0,263
801,    0,334
802,    0,323
803,    0,298
804,    0,267
805,    0,284
806,    0,270
807,    0,281
808,    0,301
809,    0,286
810,    0,319
811,    0,294
812,    0,291
813,    0,288
814,    0,305
815,    0,288
816,    0,282
817,    0,279
818,    0,319
819,    0,286
820,    0,299
821,    0,322
822,    0,294
823,    0,280
824,    0,257
825,    0,329
826,    0,306
827,    0,279
828,    0,290
829,    0,319
830,    0,282
831,    0,279
832,    0,305
833,    0,293
834,    0,310
835,    0,299
836,    0,295
837,    0,335
838,    0,311
839,    0,300
840,    0,293
841,    0,303
842,    0,289
843,    0,287
844,    0,266
845,    0,304
846,    0,292
847,    0,316
848,    0,333
849,    0,294
850,    0,311
