350,    0,265
351,    0,293
352,    0,271
353,    0,306
354,    0,306
355,    0,289
356,    0,287
357,    0,309
358,    0,264
359,    0,276
360,    0,300
361,    0,305
362,    0,306
363,    0,282
364,    0,261
365,    0,280
366,    0,308
367,    0,330
368,    0,274
369,    0,255
370,    0,266
371,    0,287
372,    0,300
373,    0,270
374,    0,294
375,    0,316
376,    0,262
377,    0,261
378,    0,296
379,    0,335
380,    0,295
381,    0,267
382,    0,288
383,    0,284
384,    0,313
385,    0,289
386,    0,275
387,    0,299
388,    0,257
389,    0,307
390,    0,283
391,    0,262
392,    0,259
393,    0,282
394,    0,321
395,    0,294
396,    0,270
397,    0,282
398,    0,307
399,    0,291
400,    0,295
401,    0,299
402,    0,290
403,    0,290
404,    0,281
405,    0,281
406,    0,276
407,    0,288
408,    0,333
409,    0,288
410,    0,265
411,    0,291
412,    0,315
413,    0,320
414,    0,289
415,    0,283
416,    0,296
417,    0,316
418,    0,301
419,    0,287
420,    0,294
421,    0,281
422,    0,309
423,    0,320
424,    0,317
425,    0,337
426,    0,315
427,    0,294
428,    0,308
429,    0,378
430,    0,474
431,    0,710
432,    1,020
433,    1,558
434,    2,364
435,    3,408
436,    4,755
437,    6,333
438,    8,275
439,   10,588
440,   12,751
441,   15,085
442,   17,216
443,   19,396
444,   20,706
445,   21,377
446,   21,991
447,   22,124
448,   21,153
449,   19,885
450,   18,197
451,   16,361
452,   14,443
453,   12,234
454,   10,015
455,    8,014
456,    6,197
457,    4,632
458,    3,419
459,    2,473
460,    1,834
461,    1,383
462,    1,027
463,    0,816
464,    0,711
465,    0,749
466,    0,790
467,    0,890
468,    1,007
469,    1,213
470,    1,470
471,    1,782
472,    2,181
473,    2,649
474,    3,285
475,    4,059
476,    4,991
477,    6,151
478,    7,611
479,    9,247
480,   11,348
481,   13,738
482,   16,546
483,   19,906
484,   23,495
485,   27,614
486,   32,329
487,   37,824
488,   43,688
489,   49,806
490,   56,227
491,   64,023
492,   71,505
493,   78,556
494,   86,435
495,   93,881
496,  101,251
497,  109,032
498,  115,997
499,  123,315
500,  128,558
501,  133,492
502,  138,286
503,  141,306
504,  144,430
505,  147,675
506,  148,569
507,  148,210
508,  148,284
509,  148,250
510,  145,872
511,  141,743
512,  140,217
513,  137,395
514,  133,464
515,  128,706
516,  125,032
517,  122,456
518,  118,548
519,  113,861
520,  109,498
521,  105,862
522,  102,526
523,   97,964
524,   93,396
525,   90,266
526,   87,659
527,   85,303
528,   82,137
529,   78,491
530,   75,541
531,   72,884
532,   70,042
533,   67,601
534,   65,123
535,   61,890
536,   59,779
537,   57,860
538,   55,951
539,   54,033
540,   52,037
541,   50,687
542,   48,386
543,   46,124
544,   44,512
545,   43,129
546,   41,503
547,   39,864
548,   37,840
549,   36,618
550,   34,877
551,   33,012
552,   31,689
553,   30,407
554,   29,039
555,   27,446
556,   26,185
557,   24,867
558,   23,560
559,   22,417
560,   21,166
561,   20,039
562,   18,831
563,   17,728
564,   16,790
565,   15,671
566,   14,524
567,   13,755
568,   12,958
569,   12,031
570,   11,272
571,   10,706
572,   10,123
573,    9,450
574,    8,906
575,    8,489
576,    7,964
577,    7,445
578,    6,980
579,    6,690
580,    6,288
581,    5,952
582,    5,556
583,    5,175
584,    4,853
585,    4,592
586,    4,398
587,    4,206
588,    3,995
589,    3,758
590,    3,573
591,    3,463
592,    3,252
593,    3,078
594,    2,905
595,    2,796
596,    2,667
597,    2,548
598,    2,402
599,    2,283
600,    2,199
601,    2,056
602,    1,963
603,    1,901
604,    1,793
605,    1,673
606,    1,592
607,    1,557
608,    1,479
609,    1,380
610,    1,368
611,    1,294
612,    1,234
613,    1,140
614,    1,122
615,    1,098
616,    1,038
617,    0,998
618,    0,936
619,    0,934
620,    0,876
621,    0,862
622,    0,822
623,    0,780
624,    0,778
625,    0,726
626,    0,703
627,    0,717
628,    0,647
629,    0,653
630,    0,644
631,    0,612
632,    0,588
633,    0,577
634,    0,569
635,    0,535
636,    0,511
637,    0,534
638,    0,489
639,    0,501
640,    0,500
641,    0,469
642,    0,433
643,    0,443
644,    0,448
645,    0,454
646,    0,410
647,    0,380
648,    0,404
649,    0,366
650,    0,418
651,    0,408
652,    0,362
653,    0,352
654,    0,395
655,    0,369
656,    0,343
657,    0,337
658,    0,372
659,    0,337
660,    0,334
661,    0,328
662,    0,286
663,    0,321
664,    0,351
665,    0,317
666,    0,326
667,    0,321
668,    0,308
669,    0,317
670,    0,315
671,    0,326
672,    0,279
673,    0,268
674,    0,285
675,    0,305
676,    0,340
677,    0,283
678,    0,276
679,    0,279
680,    0,300
681,    0,279
682,    0,296
683,    0,304
684,    0,301
685,    0,290
686,    0,251
687,    0,303
688,    0,276
689,    0,308
690,    0,316
691,    0,284
692,    0,271
693,    0,270
694,    0,286
695,    0,311
696,    0,291
697,    0,303
698,    0,273
699,    0,243
700,    0,294
701,    0,252
702,    0,233
703,    0,300
704,    0,282
705,    0,267
706,    0,282
707,    0,254
708,    0,279
709,    0,277
710,    0,320
711,    0,293
712,    0,270
713,    0,262
714,    0,318
715,    0,276
716,    0,269
717,    0,274
718,    0,305
719,    0,310
720,    0,263
721,    0,279
722,    0,245
723,    0,287
724,    0,289
725,    0,276
726,    0,270
727,    0,271
728,    0,249
729,    0,279
730,    0,299
731,    0,301
732,    0,263
733,    0,307
734,    0,287
735,    0,263
736,    0,284
737,    0,323
738,    0,259
739,    0,276
740,    0,300
741,    0,273
742,    0,276
743,    0,269
744,    0,251
745,    0,275
746,    0,283
747,    0,294
748,    0,276
749,    0,279
750,    0,290
751,    0,271
752,    0,272
753,    0,318
754,    0,294
755,    0,281
756,    0,289
757,    0,276
758,    0,286
759,    0,261
760,    0,247
761,    0,256
762,    0,285
763,    0,316
764,    0,262
765,    0,275
766,    0,265
767,    0,272
768,    0,270
769,    0,286
770,    0,313
771,    0,259
772,    0,269
773,    0,318
774,    0,284
775,    0,229
776,    0,277
777,    0,305
778,    0,289
779,    0,280
780,    0,297
781,    0,219
782,    0,275
783,    0,264
784,    0,254
785,    0,261
786,    0,303
787,    0,287
788,    0,300
789,    0,285
790,    0,260
791,    0,279
792,    0,273
793,    0,280
794,    0,292
795,    0,282
796,    0,289
797,    0,261
798,    0,256
799,    0,249
800,    0,267
801,    0,283
802,    0,289
803,    0,287
804,    0,267
805,    0,275
806,    0,288
807,    0,269
808,    0,270
809,    0,262
810,    0,275
811,    0,303
812,    0,278
813,    0,269
814,    0,277
815,    0,307
816,    0,283
817,    0,256
818,    0,266
819,    0,269
820,    0,270
821,    0,322
822,    0,281
823,    0,276
824,    0,276
825,    0,294
826,    0,263
827,    0,262
828,    0,266
829,    0,284
830,    0,266
831,    0,291
832,    0,283
833,    0,279
834,    0,262
835,    0,300
836,    0,279
837,    0,289
838,    0,253
839,    0,273
840,    0,284
841,    0,304
842,    0,270
843,    0,283
844,    0,278
845,    0,280
846,    0,286
847,    0,284
848,    0,268
849,    0,253
850,    0,274
