350,    0,250
351,    0,260
352,    0,291
353,    0,284
354,    0,299
355,    0,290
356,    0,265
357,    0,274
358,    0,278
359,    0,261
360,    0,294
361,    0,312
362,    0,279
363,    0,264
364,    0,272
365,    0,285
366,    0,291
367,    0,262
368,    0,265
369,    0,254
370,    0,270
371,    0,281
372,    0,288
373,    0,289
374,    0,280
375,    0,272
376,    0,304
377,    0,274
378,    0,238
379,    0,278
380,    0,282
381,    0,304
382,    0,259
383,    0,249
384,    0,274
385,    0,275
386,    0,288
387,    0,296
388,    0,263
389,    0,268
390,    0,296
391,    0,291
392,    0,264
393,    0,272
394,    0,278
395,    0,295
396,    0,312
397,    0,260
398,    0,295
399,    0,275
400,    0,271
401,    0,249
402,    0,293
403,    0,288
404,    0,270
405,    0,272
406,    0,261
407,    0,311
408,    0,321
409,    0,257
410,    0,260
411,    0,291
412,    0,296
413,    0,274
414,    0,248
415,    0,270
416,    0,282
417,    0,282
418,    0,286
419,    0,299
420,    0,255
421,    0,276
422,    0,280
423,    0,316
424,    0,302
425,    0,291
426,    0,294
427,    0,295
428,    0,295
429,    0,319
430,    0,368
431,    0,485
432,    0,674
433,    0,848
434,    1,152
435,    1,577
436,    2,216
437,    2,842
438,    3,564
439,    4,321
440,    5,198
441,    6,019
442,    6,785
443,    7,537
444,    8,032
445,    8,303
446,    8,359
447,    8,204
448,    7,851
449,    7,310
450,    6,552
451,    5,810
452,    5,077
453,    4,293
454,    3,454
455,    2,705
456,    2,108
457,    1,571
458,    1,185
459,    0,901
460,    0,711
461,    0,591
462,    0,525
463,    0,459
464,    0,466
465,    0,451
466,    0,524
467,    0,579
468,    0,636
469,    0,713
470,    0,801
471,    0,964
472,    1,162
473,    1,388
474,    1,656
475,    2,005
476,    2,459
477,    3,023
478,    3,700
479,    4,432
480,    5,408
481,    6,584
482,    7,910
483,    9,431
484,   11,230
485,   13,161
486,   15,414
487,   17,762
488,   20,353
489,   23,349
490,   26,474
491,   29,784
492,   33,074
493,   36,788
494,   40,769
495,   44,413
496,   47,180
497,   50,810
498,   54,062
499,   57,104
500,   60,222
501,   62,593
502,   64,854
503,   66,170
504,   67,304
505,   68,339
506,   68,623
507,   69,343
508,   69,138
509,   68,379
510,   67,581
511,   66,845
512,   65,049
513,   63,268
514,   62,115
515,   60,084
516,   58,467
517,   57,070
518,   55,069
519,   53,030
520,   51,207
521,   49,341
522,   47,384
523,   45,452
524,   43,619
525,   41,973
526,   40,496
527,   39,109
528,   37,713
529,   36,232
530,   35,132
531,   34,081
532,   32,652
533,   31,297
534,   30,221
535,   29,322
536,   28,333
537,   26,842
538,   25,852
539,   25,081
540,   24,071
541,   23,348
542,   22,503
543,   21,597
544,   20,695
545,   19,817
546,   19,316
547,   18,449
548,   17,541
549,   16,887
550,   16,232
551,   15,533
552,   14,826
553,   14,118
554,   13,471
555,   12,865
556,   12,217
557,   11,647
558,   11,010
559,   10,366
560,    9,870
561,    9,346
562,    8,834
563,    8,320
564,    7,894
565,    7,409
566,    6,915
567,    6,489
568,    6,087
569,    5,703
570,    5,408
571,    5,097
572,    4,796
573,    4,551
574,    4,243
575,    3,987
576,    3,814
577,    3,562
578,    3,401
579,    3,221
580,    3,000
581,    2,897
582,    2,767
583,    2,560
584,    2,431
585,    2,306
586,    2,187
587,    2,096
588,    2,008
589,    1,874
590,    1,810
591,    1,730
592,    1,634
593,    1,594
594,    1,538
595,    1,451
596,    1,393
597,    1,319
598,    1,227
599,    1,211
600,    1,147
601,    1,109
602,    1,050
603,    1,037
604,    0,975
605,    0,943
606,    0,900
607,    0,872
608,    0,812
609,    0,797
610,    0,788
611,    0,743
612,    0,714
613,    0,729
614,    0,681
615,    0,641
616,    0,604
617,    0,602
618,    0,607
619,    0,583
620,    0,538
621,    0,547
622,    0,548
623,    0,525
624,    0,494
625,    0,509
626,    0,468
627,    0,480
628,    0,462
629,    0,453
630,    0,460
631,    0,453
632,    0,410
633,    0,438
634,    0,419
635,    0,412
636,    0,377
637,    0,376
638,    0,388
639,    0,371
640,    0,370
641,    0,370
642,    0,349
643,    0,355
644,    0,324
645,    0,339
646,    0,333
647,    0,358
648,    0,345
649,    0,330
650,    0,298
651,    0,268
652,    0,300
653,    0,348
654,    0,358
655,    0,321
656,    0,298
657,    0,288
658,    0,294
659,    0,319
660,    0,312
661,    0,299
662,    0,302
663,    0,287
664,    0,290
665,    0,273
666,    0,326
667,    0,248
668,    0,288
669,    0,283
670,    0,301
671,    0,333
672,    0,300
673,    0,283
674,    0,287
675,    0,282
676,    0,271
677,    0,270
678,    0,288
679,    0,277
680,    0,299
681,    0,288
682,    0,271
683,    0,275
684,    0,315
685,    0,285
686,    0,287
687,    0,299
688,    0,278
689,    0,303
690,    0,255
691,    0,279
692,    0,272
693,    0,311
694,    0,289
695,    0,262
696,    0,266
697,    0,266
698,    0,299
699,    0,281
700,    0,272
701,    0,277
702,    0,264
703,    0,263
704,    0,289
705,    0,298
706,    0,264
707,    0,260
708,    0,316
709,    0,272
710,    0,256
711,    0,276
712,    0,283
713,    0,279
714,    0,301
715,    0,257
716,    0,226
717,    0,247
718,    0,284
719,    0,305
720,    0,278
721,    0,258
722,    0,284
723,    0,264
724,    0,278
725,    0,248
726,    0,310
727,    0,280
728,    0,274
729,    0,267
730,    0,272
731,    0,257
732,    0,286
733,    0,286
734,    0,302
735,    0,270
736,    0,263
737,    0,254
738,    0,290
739,    0,269
740,    0,239
741,    0,274
742,    0,287
743,    0,297
744,    0,276
745,    0,264
746,    0,271
747,    0,272
748,    0,315
749,    0,300
750,    0,275
751,    0,241
752,    0,259
753,    0,268
754,    0,293
755,    0,257
756,    0,264
757,    0,274
758,    0,301
759,    0,286
760,    0,252
761,    0,266
762,    0,271
763,    0,281
764,    0,286
765,    0,261
766,    0,293
767,    0,277
768,    0,269
769,    0,278
770,    0,259
771,    0,269
772,    0,286
773,    0,277
774,    0,268
775,    0,275
776,    0,276
777,    0,268
778,    0,274
779,    0,251
780,    0,274
781,    0,301
782,    0,309
783,    0,275
784,    0,259
785,    0,260
786,    0,291
787,    0,295
788,    0,244
789,    0,265
790,    0,277
791,    0,304
792,    0,270
793,    0,273
794,    0,272
795,    0,265
796,    0,254
797,    0,289
798,    0,279
799,    0,270
800,    0,315
801,    0,292
802,    0,265
803,    0,268
804,    0,278
805,    0,241
806,    0,277
807,    0,274
808,    0,305
809,    0,272
810,    0,272
811,    0,289
812,    0,266
813,    0,269
814,    0,261
815,    0,296
816,    0,316
817,    0,291
818,    0,275
819,    0,277
820,    0,272
821,    0,273
822,    0,262
823,    0,243
824,    0,275
825,    0,271
826,    0,279
827,    0,296
828,    0,265
829,    0,242
830,    0,261
831,    0,295
832,    0,254
833,    0,232
834,    0,287
835,    0,318
836,    0,299
837,    0,279
838,    0,270
839,    0,291
840,    0,276
841,    0,261
842,    0,276
843,    0,267
844,    0,269
845,    0,301
846,    0,283
847,    0,266
848,    0,269
849,    0,245
850,    0,284
